Emax,EC50
0.5007658716171357,44.46988252823651
0.5169504764882505,55.95064937596627
0.4844195211710093,28.032835329904405
0.5337729995147982,48.761358949979495
0.5460482097000185,52.74459681871729
0.5692991242080483,65.2343574732567
0.488158117460029,39.13083423764114
0.5101537875000284,49.39342621513959
0.4908185846352082,43.07256123059177
0.4905115754219808,39.779748351909944
0.488158117460029,39.13083423764114
0.45681366840716087,32.177902629372454
0.5431012738643827,54.65395628148041
0.48918893359012317,30.50659514971158
0.4930919281643581,36.81891101554913
0.48511412822235966,34.82214748998572
0.49203609449694724,40.177161000514744
0.5683791524275246,74.07000357629663
0.5477762624718252,49.03264834601222
0.5356274659115938,47.53426571170359
0.5531905353693012,53.100500227955465
0.5037943351547777,37.98306075611149
0.49539029907661214,46.3625941841166
0.4448263325125017,25.157492979032675
0.5172622998368005,49.83301446692903
0.5276916658966274,47.95652866757981
0.5309196966114149,56.7332088610901
0.5029017358690479,37.498650122773235
0.4705337025880958,31.43201806263661
0.5496083770317475,56.73750110436118
0.5526849492459439,48.83935823292452
0.5007658716171357,44.46988252823651
0.5413392818732481,49.98486303837259
0.5169190635008103,48.243845762955324
0.5480505268543436,59.639839252737
0.5231975189941213,47.41000669903574
0.5433424252564782,51.700341675356825
0.4715989215365335,40.644358695687295
0.4993636557196492,43.22298824579422
0.4684979704562,32.076138471699764
0.516016188566432,48.91068146916736
0.4968323181122016,40.31834821322483
0.5232304827089069,44.161732677450864
0.4124584860905045,21.497647104277814
0.5452846269441036,53.64008802584493
0.5702332468076989,47.955988874818445
0.46293265438223125,37.693220204910844
0.5055811271410475,33.96553511674602
0.5032296629986235,43.73101767309707
0.48527239152013757,35.46311167440401
0.516016188566432,48.91068146916736
0.497605232128141,38.37539606934427
0.4956577208733869,54.10188594671559
0.5735218930149171,52.55317573006512
0.5172412138451666,44.08208833360577
0.5122484872231037,40.63438706848775
0.5654571763885242,60.28758176711628
0.4876777359713671,43.857571789144394
0.5654571763885242,60.28758176711628
0.49266404630068505,35.589457018410464
0.5965715796182589,74.24445678400022
0.5252185534148299,45.49311371530247
0.5490091898553783,59.75394595219397
0.5668792945219587,57.686576676994356
0.5212393161316662,38.20785455957016
0.5334970713969069,41.22951814874225
0.4498854205826255,36.73652020859898
0.488158117460029,39.13083423764114
0.5014232249980803,40.33064481838712
0.5364584187473642,52.877414513832164
0.5216022069382489,49.22664975605925
0.5736630517311562,67.47182603585647
0.5273526535077693,49.58339051591801
0.5490091898553783,59.75394595219397
0.4998028114988381,43.10381015177166
0.5626968396315926,67.08090638117108
0.5442501040376855,61.8685755402739
0.41375732355856487,18.679467876804193
0.5351865615573335,38.44713826937499
0.6035134801295441,65.2919915330161
0.558116732469049,52.7813079177922
0.4908154069650878,45.093662681352406
0.5302752672437219,47.17135824985201
0.629556613327064,63.71440264397617
0.662247922110917,85.23343455716399
0.489500523692186,38.55138382708764
0.4999107904407525,33.77013513247528
0.5534140239397203,48.52078386338894
0.49320166923223296,40.98742806592656
0.5832884827405888,60.5845585058722
0.5435447794494375,47.30115529764069
0.5281598160965919,36.33824170228685
0.4715882151773661,40.48614028441264
0.457883229454607,28.985326562100013
0.5038152155540979,42.225901186672374
0.49299728206323545,34.92815642222177
0.5644924299208061,55.18525474723315
0.5176338280344468,38.619657587444216
0.4281088034196906,25.02279603584006
0.5245488513812815,51.51741643878514
0.5435940763112204,41.84238523941941
0.48749729123964847,36.34566730815716
0.5250537664409636,48.48154771636133
0.5212376611917479,45.65095229358511
0.5216022069382489,49.22664975605925
0.5565162668247496,57.240080036017915
0.514867898660349,48.17091562042314
0.4716556867658771,40.29194319239836
0.4975934081717771,41.17686127782058
0.5976275895746569,73.3280967908967
0.5555426416889837,50.81845548921819
0.49260908801381503,51.361845975496124
0.5205808825306131,47.6065392908209
0.49111871890378356,36.499028906485
0.4316372994137347,35.14699916154701
0.5129861890374217,47.8859761110074
0.4705337025880958,31.43201806263661
0.643563612186015,84.53831111808285
0.5049626767130173,55.28652857252674
0.5423266836047937,57.64079985993456
0.502549153967851,44.007467027749556
0.5594513252947823,61.453635392620875
0.5565740406041667,47.49909329895122
0.5329280431289802,46.0180131389362
0.4722861970700011,33.539989256164105
0.5386358771570644,52.02653013979898
0.5869378632546272,54.693500808105476
0.5436565384528365,47.41421123987288
0.5026752897210811,33.65832121519922
0.5074096368636778,40.810806182945825
0.5104734058737243,37.848663973295196
0.5327425880438705,52.105384536306914
0.5159240511765626,34.59057025292277
0.46879312993755995,32.60552173216345
0.514143263760912,51.179614574341386
0.5006142404772809,39.49125928247472
0.619876198746917,86.86043113446618
0.5624021986760351,54.70110051128071
0.5568739714354738,52.55665453900897
0.629264626615476,85.84347550550527
0.4921523669748555,35.41380941922079
0.5511604928547111,51.27964900559208
0.6324260013433703,65.14534644651556
0.5288424454236473,52.703707605357614
0.5179764998073446,39.24867059115644
0.48520208836713463,48.701832552387955
0.48511412822235966,34.82214748998572
0.5122484872231037,40.63438706848775
