day,dose_mg_day,suppression_pct
54.0,3.198734177215189,48.3844335530479
55.0,3.198734177215189,48.3844335530479
56.0,3.198734177215189,48.3844335530479
0.0,3.3246835443037965,0.0
1.0,3.3246835443037965,35.43983582958454
2.0,3.3246835443037965,41.41039916628505
3.0,3.3246835443037965,43.8617543069445
4.0,3.3246835443037965,45.18972054307867
5.0,3.3246835443037965,46.01771030953091
6.0,3.3246835443037965,46.57993985329301
7.0,3.3246835443037965,46.98415540681506
8.0,3.3246835443037965,47.286850684866785
9.0,3.3246835443037965,47.520508099232714
10.0,3.3246835443037965,47.70513416652544
11.0,3.3246835443037965,47.853727244942824
12.0,3.3246835443037965,47.97510101913378
13.0,3.3246835443037965,48.07544436484476
14.0,3.3246835443037965,48.15923157202195
15.0,3.3246835443037965,48.22977809645346
16.0,3.3246835443037965,48.28959308410507
17.0,3.3246835443037965,48.340610401365396
18.0,3.3246835443037965,48.38434438063245
19.0,3.3246835443037965,48.421997441112794
20.0,3.3246835443037965,48.45453609650666
21.0,3.3246835443037965,48.48274568983145
22.0,3.3246835443037965,48.48274568983145
23.0,3.3246835443037965,48.48274568983145
24.0,3.3246835443037965,48.48274568983145
25.0,3.3246835443037965,48.48274568983145
26.0,3.3246835443037965,48.48274568983145
27.0,3.3246835443037965,48.48274568983145
28.0,3.3246835443037965,48.48274568983145
29.0,3.3246835443037965,48.48274568983145
30.0,3.3246835443037965,48.48274568983145
31.0,3.3246835443037965,48.48274568983145
32.0,3.3246835443037965,48.48274568983145
33.0,3.3246835443037965,48.48274568983145
34.0,3.3246835443037965,48.48274568983145
35.0,3.3246835443037965,48.48274568983145
36.0,3.3246835443037965,48.48274568983145
37.0,3.3246835443037965,48.48274568983145
38.0,3.3246835443037965,48.48274568983145
39.0,3.3246835443037965,48.48274568983145
40.0,3.3246835443037965,48.48274568983145
41.0,3.3246835443037965,48.48274568983145
42.0,3.3246835443037965,48.48274568983145
43.0,3.3246835443037965,48.48274568983145
44.0,3.3246835443037965,48.48274568983145
45.0,3.3246835443037965,48.48274568983145
46.0,3.3246835443037965,48.48274568983145
47.0,3.3246835443037965,48.48274568983145
48.0,3.3246835443037965,48.48274568983145
49.0,3.3246835443037965,48.48274568983145
50.0,3.3246835443037965,48.48274568983145
51.0,3.3246835443037965,48.48274568983145
52.0,3.3246835443037965,48.48274568983145
53.0,3.3246835443037965,48.48274568983145
54.0,3.3246835443037965,48.48274568983145
55.0,3.3246835443037965,48.48274568983145
56.0,3.3246835443037965,48.48274568983145
0.0,3.4506329113924044,0.0
1.0,3.4506329113924044,35.841121488052266
2.0,3.4506329113924044,41.699511850889856
3.0,3.4506329113924044,44.09027266518631
4.0,3.4506329113924044,45.38190356617983
5.0,3.4506329113924044,46.185993942348745
6.0,3.4506329113924044,46.73145135858786
7.0,3.4506329113924044,47.12333716501217
8.0,3.4506329113924044,47.41665083135519
9.0,3.4506329113924044,47.64297943396793
10.0,3.4506329113924044,47.82176104787862
11.0,3.4506329113924044,47.965616005585986
12.0,3.4506329113924044,48.08309688816306
13.0,3.4506329113924044,48.18020645439058
14.0,3.4506329113924044,48.26128275608095
15.0,3.4506329113924044,48.329539234747834
16.0,3.4506329113924044,48.38740714071152
17.0,3.4506329113924044,48.43675984214632
18.0,3.4506329113924044,48.47906398180981
19.0,3.4506329113924044,48.51548389177809
20.0,3.4506329113924044,48.54695531481967
21.0,3.4506329113924044,48.574238478623464
22.0,3.4506329113924044,48.574238478623464
23.0,3.4506329113924044,48.574238478623464
24.0,3.4506329113924044,48.574238478623464
25.0,3.4506329113924044,48.574238478623464
26.0,3.4506329113924044,48.574238478623464
27.0,3.4506329113924044,48.574238478623464
28.0,3.4506329113924044,48.574238478623464
29.0,3.4506329113924044,48.574238478623464
30.0,3.4506329113924044,48.574238478623464
31.0,3.4506329113924044,48.574238478623464
32.0,3.4506329113924044,48.574238478623464
33.0,3.4506329113924044,48.574238478623464
34.0,3.4506329113924044,48.574238478623464
35.0,3.4506329113924044,48.574238478623464
36.0,3.4506329113924044,48.574238478623464
37.0,3.4506329113924044,48.574238478623464
38.0,3.4506329113924044,48.574238478623464
39.0,3.4506329113924044,48.574238478623464
40.0,3.4506329113924044,48.574238478623464
41.0,3.4506329113924044,48.574238478623464
42.0,3.4506329113924044,48.574238478623464
43.0,3.4506329113924044,48.574238478623464
44.0,3.4506329113924044,48.574238478623464
45.0,3.4506329113924044,48.574238478623464
46.0,3.4506329113924044,48.574238478623464
47.0,3.4506329113924044,48.574238478623464
48.0,3.4506329113924044,48.574238478623464
49.0,3.4506329113924044,48.574238478623464
50.0,3.4506329113924044,48.574238478623464
51.0,3.4506329113924044,48.574238478623464
52.0,3.4506329113924044,48.574238478623464
53.0,3.4506329113924044,48.574238478623464
54.0,3.4506329113924044,48.574238478623464
55.0,3.4506329113924044,48.574238478623464
56.0,3.4506329113924044,48.574238478623464
0.0,3.5765822784810117,0.0
1.0,3.5765822784810117,36.22238129953336
2.0,3.5765822784810117,41.971906467023565
3.0,3.5765822784810117,44.3048423615238
4.0,3.5765822784810117,45.56202295185427
5.0,3.5765822784810117,46.34353294988095
6.0,3.5765822784810117,46.87317855229598
7.0,3.5765822784810117,47.25345792238211
8.0,3.5765822784810117,47.537949862912825
9.0,3.5765822784810117,47.757392619292645
10.0,3.5765822784810117,47.930686478020434
11.0,3.5765822784810117,48.070094706683506
12.0,3.5765822784810117,48.183923575919806
13.0,3.5765822784810117,48.278000455027374
14.0,3.5765822784810117,48.3565351211352
15.0,3.5765822784810117,48.422645034357
16.0,3.5765822784810117,48.478688201397
17.0,3.5765822784810117,48.52648113563687
18.0,3.5765822784810117,48.56744568301454
19.0,3.5765822784810117,48.60271041329975
20.0,3.5765822784810117,48.633182186841864
21.0,3.5765822784810117,48.659597664791704
22.0,3.5765822784810117,48.659597664791704
23.0,3.5765822784810117,48.659597664791704
24.0,3.5765822784810117,48.659597664791704
25.0,3.5765822784810117,48.659597664791704
26.0,3.5765822784810117,48.659597664791704
27.0,3.5765822784810117,48.659597664791704
28.0,3.5765822784810117,48.659597664791704
29.0,3.5765822784810117,48.659597664791704
30.0,3.5765822784810117,48.659597664791704
31.0,3.5765822784810117,48.659597664791704
32.0,3.5765822784810117,48.659597664791704
33.0,3.5765822784810117,48.659597664791704
34.0,3.5765822784810117,48.659597664791704
35.0,3.5765822784810117,48.659597664791704
36.0,3.5765822784810117,48.659597664791704
37.0,3.5765822784810117,48.659597664791704
38.0,3.5765822784810117,48.659597664791704
39.0,3.5765822784810117,48.659597664791704
40.0,3.5765822784810117,48.659597664791704
41.0,3.5765822784810117,48.659597664791704
42.0,3.5765822784810117,48.659597664791704
43.0,3.5765822784810117,48.659597664791704
44.0,3.5765822784810117,48.659597664791704
45.0,3.5765822784810117,48.659597664791704
46.0,3.5765822784810117,48.659597664791704
47.0,3.5765822784810117,48.659597664791704
48.0,3.5765822784810117,48.659597664791704
49.0,3.5765822784810117,48.659597664791704
50.0,3.5765822784810117,48.659597664791704
51.0,3.5765822784810117,48.659597664791704
52.0,3.5765822784810117,48.659597664791704
53.0,3.5765822784810117,48.659597664791704
54.0,3.5765822784810117,48.659597664791704
55.0,3.5765822784810117,48.659597664791704
56.0,3.5765822784810117,48.659597664791704
0.0,3.7025316455696196,0.0
1.0,3.7025316455696196,36.58507783124219
2.0,3.7025316455696196,42.22899236116703
3.0,3.7025316455696196,44.50670270302156
4.0,3.7025316455696196,45.731180015321094
5.0,3.7025316455696196,46.491324536446314
6.0,3.7025316455696196,47.00603956592942
7.0,3.7025316455696196,47.37537461767999
8.0,3.7025316455696196,47.65155645438736
9.0,3.7025316455696196,47.86451761838969
10.0,3.7025316455696196,48.03264892220089
11.0,3.7025316455696196,48.16787587330623
12.0,3.7025316455696196,48.27827202542764
13.0,3.7025316455696196,48.36949919812449
14.0,3.7025316455696196,48.44564618752143
15.0,3.7025316455696196,48.5097399910419
16.0,3.7025316455696196,48.56406962293158
17.0,3.7025316455696196,48.61039806831175
18.0,3.7025316455696196,48.6501050155154
19.0,3.7025316455696196,48.68428539162524
20.0,3.7025316455696196,48.71381889540473
21.0,3.7025316455696196,48.73942003203267
22.0,3.7025316455696196,48.73942003203267
23.0,3.7025316455696196,48.73942003203267
24.0,3.7025316455696196,48.73942003203267
25.0,3.7025316455696196,48.73942003203267
26.0,3.7025316455696196,48.73942003203267
27.0,3.7025316455696196,48.73942003203267
28.0,3.7025316455696196,48.73942003203267
29.0,3.7025316455696196,48.73942003203267
30.0,3.7025316455696196,48.73942003203267
31.0,3.7025316455696196,48.73942003203267
32.0,3.7025316455696196,48.73942003203267
33.0,3.7025316455696196,48.73942003203267
34.0,3.7025316455696196,48.73942003203267
35.0,3.7025316455696196,48.73942003203267
36.0,3.7025316455696196,48.73942003203267
37.0,3.7025316455696196,48.73942003203267
38.0,3.7025316455696196,48.73942003203267
39.0,3.7025316455696196,48.73942003203267
40.0,3.7025316455696196,48.73942003203267
41.0,3.7025316455696196,48.73942003203267
42.0,3.7025316455696196,48.73942003203267
43.0,3.7025316455696196,48.73942003203267
44.0,3.7025316455696196,48.73942003203267
45.0,3.7025316455696196,48.73942003203267
46.0,3.7025316455696196,48.73942003203267
47.0,3.7025316455696196,48.73942003203267
48.0,3.7025316455696196,48.73942003203267
49.0,3.7025316455696196,48.73942003203267
50.0,3.7025316455696196,48.73942003203267
51.0,3.7025316455696196,48.73942003203267
52.0,3.7025316455696196,48.73942003203267
53.0,3.7025316455696196,48.73942003203267
54.0,3.7025316455696196,48.73942003203267
55.0,3.7025316455696196,48.73942003203267
56.0,3.7025316455696196,48.73942003203267
0.0,3.828481012658227,0.0
1.0,3.828481012658227,36.93053461242782
2.0,3.828481012658227,42.47202479751393
3.0,3.828481012658227,44.696950406834624
4.0,3.828481012658227,45.89034597549861
5.0,3.828481012658227,46.6302462092068
6.0,3.828481012658227,47.13084114206316
7.0,3.828481012658227,47.489839432803684
8.0,3.828481012658227,47.75817986522342
9.0,3.828481012658227,47.965029328129376
10.0,3.828481012658227,48.12829535801021
11.0,3.828481012658227,48.25958351576526
12.0,3.828481012658227,48.366747155421166
13.0,3.828481012658227,48.45529159235702
14.0,3.828481012658227,48.529191337558316
15.0,3.828481012658227,48.591387986401216
16.0,3.828481012658227,48.64410545525113
17.0,3.828481012658227,48.689056245994124
18.0,3.828481012658227,48.72758030353433
19.0,3.828481012658227,48.760740849972265
20.0,3.828481012658227,48.78939199479376
21.0,3.828481012658227,48.81422737542564
22.0,3.828481012658227,48.81422737542564
23.0,3.828481012658227,48.81422737542564
24.0,3.828481012658227,48.81422737542564
25.0,3.828481012658227,48.81422737542564
26.0,3.828481012658227,48.81422737542564
27.0,3.828481012658227,48.81422737542564
28.0,3.828481012658227,48.81422737542564
29.0,3.828481012658227,48.81422737542564
30.0,3.828481012658227,48.81422737542564
31.0,3.828481012658227,48.81422737542564
32.0,3.828481012658227,48.81422737542564
33.0,3.828481012658227,48.81422737542564
34.0,3.828481012658227,48.81422737542564
35.0,3.828481012658227,48.81422737542564
36.0,3.828481012658227,48.81422737542564
37.0,3.828481012658227,48.81422737542564
38.0,3.828481012658227,48.81422737542564
