Emax,EC50,n
0.8052196246127425,166.48142886971308,0.6180411975993713
0.6544445501462193,84.87405781474263,0.6281102299683565
0.640894735582632,87.45144031377883,0.7181132765004263
0.7817980896809104,136.11016024064114,0.5258331818310299
0.9030690334908908,183.3409955875374,0.5522361855252609
0.6471037987612529,79.35407593265667,0.8034699277885083
0.7526261784343944,130.21849795846938,0.6218884792927789
0.9022032816644241,267.51153635974936,0.5128511443126236
0.5820484982035907,49.46831203026549,0.7309542683055548
0.6356363027617409,89.78736805202085,0.6817504840929421
0.5890571538165095,58.879161195491925,0.719430000314005
0.631610631792533,78.2052831284071,0.7881916483655931
0.6088079785219671,54.70691286271786,0.7536641052911005
0.8097129788962535,191.94443088638596,0.6878375256637964
0.6299914248549231,79.3246120106702,0.6691796545117668
0.686447938421978,94.56548349473734,0.6574511045004072
0.5421130418069163,60.60426042544547,1.0318736864189806
0.6376945167944577,74.25378292470903,0.5978957927151868
0.7807293541563236,172.82780027891536,0.6154976011757688
0.8239386081836498,214.11909380146355,0.5441781415693174
0.6599025029278591,75.45376233287863,0.7481546127985041
0.7482086620130146,138.88399768474022,0.632197386134605
0.7239219668728356,113.94049152338802,0.743018708796611
0.5195372530729817,44.174132481294876,0.90633439374897
0.6440139717960867,91.54158216935545,0.7305667038568803
0.7813195053257711,148.50622226009025,0.5782228333571573
0.6946804803098143,98.35826798947419,0.6311890446338404
0.7813195053257711,148.50622226009025,0.5782228333571573
0.9210935595871124,224.80222499939828,0.5419150736870574
0.9466577178102737,247.97979970983974,0.565205153637986
0.7587517186147972,126.98410544479036,0.6732979236909302
0.9522562997906152,330.5293723575421,0.5537584516222906
0.740382690499682,112.28884677566123,0.8018270199503966
0.5367948560981785,52.174964416540135,0.6268607972474728
0.881234066860259,213.97633199962087,0.5699354015239959
0.6299914248549231,79.3246120106702,0.6691796545117668
0.8298090098299632,161.012460338928,0.6457896691866974
0.6977571574461872,120.26088178273456,0.5782062422650732
0.5538726164832009,52.47306970807321,0.8382178612261395
0.7620771265185864,152.818128452844,0.4727616262472866
0.5757494513491427,54.50818742295786,0.93139214081729
0.8786493229990533,211.69447231752162,0.5706013534443104
0.5745186017797725,55.29664287493423,0.8958740452825098
0.6357419378916179,93.27728291691217,0.869559014227636
0.6711380990445786,101.60428206750915,0.6397440089772188
0.5969380118740895,56.50331639068957,0.771833151453265
0.8058940886543543,135.52205736981227,0.5961191540256467
0.616738204313126,67.17714649293036,0.757257465042308
0.7383858840334766,130.81343865153607,0.6698131177217754
0.48249837215887326,41.77049958292779,0.9665896637829139
0.6331370967970925,59.5910217736863,0.5731119146075554
